"employee_id","language","proficiency"
"t_2790","Dutch","1"
"t_2790","English","1"
"t_2790","French","1"
"t_2792","German","0"
"t_2792","English","1"
"t_2792","French","0"
"t_2792","Latijn","0"
"t_2792","Dutch","1"
"t_2794","Dutch","0"
"t_2794","English","1"
"t_2794","German","1"
"t_2794","Hungarian","1"
"t_2795","English","1"
"t_2795","French","1"
"t_2795","Dutch","1"
"t_2795","Spaans","1"
"t_2796","Dutch","1"
"t_2796","English","1"
"t_2796","French","0"
"t_2796","German","0"
"t_2798","Dutch","1"
"t_2798","English","1"
"t_2798","French","1"
"t_2798","Portuguese","1"
"t_2798","Spanish","1"
"t_2800","Dutch","1"
"t_2800","English","1"
"t_2800","French","1"
"t_2801","Dutch","1"
"t_2801","English","1"
"t_2801","French","1"
"t_2801","German","0"
"t_2802","Chinese","0"
"t_2802","Dutch","1"
"t_2802","English","1"
"t_2802","French","1"
"t_2802","German","0"
"t_2803","Arabic","0"
"t_2803","Dutch","0"
"t_2803","English","1"
"t_2803","Kurdish","1"
"t_2803","Persian","1"
"t_2806","German","1"
"t_2806","English","1"
"t_2806","French","1"
"t_2806","Dutch","1"
"t_2806","Spaans","1"
"t_2808","English","1"
"t_2809","Dutch","1"
"t_2809","English","1"
"t_2809","French","1"
"t_2809","Spanish","1"
"t_2810","Dutch","1"
"t_2810","English","1"
"t_2810","French","1"
"t_2810","German","0"
"t_2810","Spanish","0"
"t_2811","Dutch","1"
"t_2811","English","1"
"t_2811","French","1"
"t_2815","English","1"
"t_2815","Galician","1"
"t_2815","Spanish","1"
"t_2816","Dutch","1"
"t_2816","English","1"
"t_2816","French","1"
"t_2816","German","0"
"t_2817","Dutch","1"
"t_2817","English","1"
"t_2817","French","0"
"t_2817","German","1"
"t_2818","Spanish","1"
"t_2818","Inglés (doble nacionalidad)","1"
"t_2820","Arabisch","1"
"t_2820","English","1"
"t_2820","French","1"
"t_2820","Koreaans - Intermediate (B1)","0"
"t_2820","Dutch","1"
"t_2821","English","1"
"t_2821","Persian","1"
"t_2822","Dutch","1"
"t_2822","English","1"
"t_2822","French","0"
"t_2823","Dutch","1"
"t_2823","English","1"
"t_2823","German","1"
"t_2824","English","1"
"t_2824","Italiano","1"
"t_2824","Spagnolo","0"
"t_2825","Dutch","1"
"t_2825","English","1"
"t_2825","French","1"
"t_2825","Spanish","0"
"t_2828","Dutch","1"
"t_2828","French","0"
"t_2828","German","0"
"t_2828","Spanish","0"
"t_2829","English","1"
"t_2829","Italiano","1"
"t_2829","Spagnolo","0"
"t_2832","Czech","1"
"t_2832","Dutch","0"
"t_2832","English","1"
"t_2832","French","1"
"t_2832","Spanish","0"
"t_2833","Dutch","1"
"t_2833","English","1"
"t_2833","French","1"
"t_2833","German","0"
"t_2833","Japanese","0"
"t_2833","Spanish","1"
"t_2835","Dutch","1"
"t_2835","English","1"
"t_2835","French","1"
"t_2837","Dutch","0"
"t_2837","English","1"
"t_2837","Romanian","1"
"t_2837","Spanish","0"
"t_2839","Dutch","1"
"t_2839","English","1"
"t_2839","French","0"
"t_2840","English","1"
"t_2840","Italiano","1"
"t_2841","Dutch","0"
"t_2841","English","1"
"t_2841","Turkish","1"
"t_2842","Arabic","0"
"t_2842","Armenian","1"
"t_2842","Castillan","1"
"t_2842","Dutch","1"
"t_2842","English","1"
"t_2842","Flemish","1"
"t_2842","French","1"
"t_2842","German","1"
"t_2842","Hungarian","1"
"t_2842","Italian","0"
"t_2843","Dutch","1"
"t_2843","English","1"
"t_2843","French","0"
"t_2844","Dutch","1"
"t_2844","English","1"
"t_2844","French","1"
"t_2844","German","0"
"t_2847","Dutch","0"
"t_2847","English","1"
"t_2847","Persian (Farsi)","1"
"t_2849","French","0"
"t_2849","English","1"
"t_2849","Italiano","1"
"t_2851","English","1"
"t_2851","English","1"
"t_2851","Flemish","1"
"t_2851","French","0"
"t_2851","Spanish","1"
"t_2852","English","1"
"t_2852","Italiano","1"
"t_2852","Tedesco","1"
"t_2854","Dutch","1"
"t_2854","English","1"
"t_2854","French","0"
"t_2854","Hindi","0"
"t_2854","Nepalese","1"
"t_2855","Czech","1"
"t_2855","English","1"
"t_2855","French","1"
"t_2856","English","1"
"t_2856","French","0"
"t_2856","Dutch","1"
"t_2859","Dutch","1"
"t_2859","English","1"
"t_2859","French","1"
"t_2859","German","0"
"t_2862","Dutch","1"
"t_2862","English","1"
"t_2862","French","1"
"t_2862","Spanish","1"
"t_2863","Bosnian","1"
"t_2863","Dutch","0"
"t_2863","English","1"
"t_2863","German","0"
"t_2866","English","1"
"t_2866","Português","1"
"t_2867","Dutch","1"
"t_2867","English","1"
"t_2867","French","1"
"t_2867","Swahili","0"
"t_2869","Dutch","1"
"t_2869","English","1"
"t_2869","French","1"
"t_2869","German","1"
"t_2870","German","0"
"t_2870","English","1"
"t_2870","French","0"
"t_2870","Dutch","1"
"t_2871","German","0"
"t_2871","English","1"
"t_2871","French","1"
"t_2871","Dutch","1"
"t_2873","Dutch","1"
"t_2873","English","1"
"t_2873","French","0"
"t_2873","German","0"
"t_2874","Dutch","1"
"t_2874","Dutch, Middle (ca.1050-1350)","0"
"t_2874","English","1"
"t_2874","French","1"
"t_2874","German","1"
"t_2874","Latin","1"
"t_2875","Dutch","1"
"t_2875","English","1"
"t_2875","French","1"
"t_2875","Spanish","0"
"t_2876","Dutch","1"
"t_2876","English","1"
"t_2876","French","1"
"t_2877","Dutch","1"
"t_2877","English","1"
"t_2880","Dutch","1"
"t_2880","English","1"
"t_2880","French","0"
"t_2880","German","0"
"t_2881","Dutch","1"
"t_2881","English","1"
"t_2881","French","1"
"t_2882","English","1"
"t_2882","French","1"
"t_2882","Dutch","1"
"t_2882","Spaans","1"
"t_2883","English","1"
"t_2883","French","0"
"t_2883","Dutch","1"
"t_2884","Dutch","1"
"t_2884","English","1"
"t_2884","French","0"
"t_2885","English","1"
"t_2885","francouzština","0"
"t_2885","čeština","1"
"t_2885","španělština","0"
"t_2887","Dutch","1"
"t_2890","English","1"
"t_2890","French","1"
"t_2890","Dutch","1"
"t_2890","Spaans","0"
"t_2891","Dutch","1"
"t_2891","English","1"
"t_2891","French","1"
"t_2891","German","0"
"t_2892","English","1"
"t_2892","French","1"
"t_2892","Dutch","1"
"t_2893","Dutch","1"
"t_2893","English","1"
"t_2893","French","0"
"t_2895","English","1"
"t_2895","German","0"
"t_2895","Turkish","1"
"t_2896","Dutch","1"
"t_2896","English","1"
"t_2896","French","1"
"t_2896","German","0"
"t_2897","Chinese","1"
"t_2897","English","1"
"t_2898","Dutch","1"
"t_2898","English","1"
"t_2898","French","0"
"t_2898","German","1"
"t_2898","Russian","1"
"t_2898","Spanish","1"
"t_2900","Catalan","1"
"t_2900","Dutch","0"
"t_2900","English","1"
"t_2900","Spanish","1"
"t_2901","English","1"
"t_2901","French","0"
"t_2901","Dutch","1"
"t_2902","English","1"
"t_2902","Spanish","0"
"t_2902","Turkish","1"
"t_2903","Dutch","1"
"t_2903","English","1"
"t_2903","French","1"
"t_2904","Spanish","1"
"t_2904","English","1"
"t_2904","Portugués","0"
"t_2906","Dutch","1"
"t_2906","English","1"
"t_2906","French","1"
"t_2906","German","1"
"t_2907","English","1"
"t_2907","French","0"
"t_2907","Dutch","1"
"t_2907","Turks","1"
"t_2910","English","1"
"t_2910","Dutch","1"
"t_2912","Dutch","1"
"t_2912","English","1"
"t_2912","French","0"
"t_2912","German","0"
"t_2913","Dutch","1"
"t_2913","English","1"
"t_2913","French","0"
"t_2913","Spanish","0"
"t_2915","Dutch","1"
"t_2915","English","1"
"t_2915","French","0"
"t_2916","English","1"
"t_2916","French","0"
"t_2916","Dutch","1"
"t_2917","Dutch","1"
"t_2917","English","1"
"t_2917","French","1"
"t_2917","German","0"
"t_2917","Portugees","0"
"t_2918","English","1"
"t_2918","French","0"
"t_2920","Arabisch","1"
"t_2920","English","1"
"t_2920","French","1"
"t_2920","Dutch","1"
"t_2921","Dutch","1"
"t_2921","English","1"
"t_2921","French","0"
"t_2921","German","0"
"t_2922","Dutch","1"
"t_2922","English","1"
"t_2922","French","1"
"t_2923","German","0"
"t_2923","English","1"
"t_2923","French","1"
"t_2923","Dutch","1"
"t_2924","Dutch","0"
"t_2924","English","1"
"t_2924","Persian","1"
"t_2925","Dutch","1"
"t_2925","English","1"
"t_2925","French","1"
"t_2926","Dutch","1"
"t_2926","English","1"
"t_2926","French","0"
"t_2926","German","0"
"t_2928","English","1"
"t_2928","French","0"
"t_2928","Dutch","1"
"t_2929","Dutch","1"
"t_2929","English","1"
"t_2929","Mestreechs","0"
"t_2931","Dutch","1"
"t_2931","English","1"
"t_2931","French","1"
"t_2931","German","0"
"t_2932","Dutch","0"
"t_2932","English","1"
"t_2932","Hindi","1"
"t_2932","Nepali","1"
"t_2932","Urdu","1"
"t_2933","Dutch","0"
"t_2933","English","1"
"t_2933","French","1"
"t_2934","Dutch","1"
"t_2934","English","1"
"t_2934","French","0"
"t_2935","Dutch","1"
"t_2935","French","1"
"t_2935","German","1"
"t_2936","English","1"
"t_2936","French","0"
"t_2936","Dutch","1"
"t_2937","English","1"
"t_2937","French","0"
"t_2938","French","1"
"t_2939","Azerbaijani","1"
"t_2939","Dutch","1"
"t_2939","English","1"
"t_2939","French","1"
"t_2939","Persian","1"
"t_2940","German","0"
"t_2940","English","1"
"t_2940","French","1"
"t_2940","Dutch","1"
"t_2943","English","1"
"t_2943","French","1"
"t_2943","Dutch","1"
"t_2945","Dutch","1"
"t_2945","English","1"
"t_2945","Russian","1"
"t_2945","Ukrainian","1"
"t_2946","Dutch","1"
"t_2946","English","1"
"t_2946","French","0"
"t_2946","German","0"
"t_2946","Icelandic","0"
"t_2947","English","1"
"t_2947","Tagalog","1"
"t_2948","Dutch","1"
"t_2948","English","1"
"t_2948","German","1"
"t_2948","Italian","0"
"t_2948","Portuguese","1"
"t_2948","Swedish","0"
"t_2949","Dutch","1"
"t_2949","English","1"
"t_2949","French","1"
"t_2949","German","0"
"t_2951","Dutch","1"
"t_2951","English","1"
"t_2951","French","1"
"t_2951","German","0"
"t_2952","Dutch","1"
"t_2952","English","1"
"t_2952","German","0"
"t_2953","Dutch","1"
"t_2953","English","1"
"t_2953","French","0"
"t_2953","German","1"
"t_2953","Spanish","0"
"t_2955","Dutch","1"
"t_2955","English","1"
"t_2955","French","1"
"t_2955","German","0"
"t_2955","Spanish","1"
"t_2956","Arabic","1"
"t_2956","Dutch","1"
"t_2956","English","1"
"t_2956","French","1"
"t_2956","German","0"
"t_2957","English","1"
"t_2957","French","1"
"t_2957","Dutch","1"
"t_2959","Dutch","1"
"t_2959","English","1"
"t_2959","French","0"
"t_2959","German","0"
"t_2959","Japanese","0"
"t_2961","Catalan","1"
"t_2961","Dutch","1"
"t_2961","English","1"
"t_2961","Spanish","1"
"t_2962","Dutch","1"
"t_2962","English","1"
"t_2962","French","1"
"t_2963","Dutch","1"
"t_2963","English","1"
"t_2963","French","0"
"t_2963","German","0"
"t_2965","English","1"
"t_2965","French","0"
"t_2965","Dutch","1"
"t_2966","Dutch","1"
"t_2966","English","1"
"t_2966","French","0"
"t_2966","German","0"
"t_2966","Swedish","0"
"t_2967","German","0"
"t_2967","English","1"
"t_2967","French","0"
"t_2967","Dutch","1"
"t_2967","Spaans","0"
"t_2969","Arabic","1"
"t_2969","Dutch","0"
"t_2969","English","1"
"t_2970","Dutch","1"
"t_2970","English","1"
"t_2970","French","0"
"t_2970","German","0"
"t_2971","Catalan","1"
"t_2971","English","1"
"t_2971","French","0"
"t_2971","German","1"
"t_2971","Spanish","1"
"t_2973","English","1"
"t_2973","French","0"
"t_2973","Portuguese","1"
"t_2973","Russian","0"
"t_2974","German","0"
"t_2974","English","1"
"t_2974","French","1"
"t_2974","Dutch","1"
"t_2976","Dutch","1"
"t_2976","English","1"
"t_2976","French","1"
"t_2977","Dutch","0"
"t_2977","English","1"
"t_2977","French","0"
"t_2977","Igbo","1"
"t_2977","Russian","1"
"t_2978","Dutch","1"
"t_2978","English","1"
"t_2978","Spanish","1"
"t_2979","Dutch","1"
"t_2979","English","1"
"t_2979","French","0"
"t_2981","Dutch","0"
"t_2981","English","1"
"t_2981","French","1"
"t_2981","German","0"
"t_2981","Turkish","1"
"t_2983","Dutch","1"
"t_2983","English","1"
"t_2983","French","0"
"t_2983","Hebrew","1"
"t_2983","Spanish","0"
"t_2985","Dutch","0"
"t_2985","English","1"
"t_2985","Vietnamese","1"
"t_2987","English","1"
"t_2987","French","0"
"t_2987","German","0"
"t_2987","Kiswahili","1"
"t_2988","Dutch","1"
"t_2988","English","1"
"t_2988","French","1"
"t_2988","Spanish","0"
"t_2990","English","1"
"t_2990","Dutch","1"
"t_2991","English","1"
"t_2991","French","0"
"t_2991","German","0"
"t_2992","English","1"
"t_2992","French","0"
"t_2992","Dutch","1"
"t_2995","German","0"
"t_2995","English","1"
"t_2995","French","0"
"t_2995","Dutch","1"
"t_2995","Spaans","0"
"t_2997","English","1"
"t_2997","French","1"
"t_2997","Dutch","1"
"t_3000","English","1"
"t_3000","French","1"
"t_3000","Peul","1"
"t_3001","Dutch","0"
"t_3001","English","1"
"t_3001","French","0"
"t_3001","Spanish","1"
"t_3002","English","1"
"t_3002","French","0"
"t_3002","Dutch","1"
"t_3002","Spaans","0"
"t_3003","Dutch","1"
"t_3003","English","1"
"t_3003","French","1"
"t_3003","Spanish","0"
"t_3005","German","0"
"t_3005","English","1"
"t_3005","French","1"
"t_3005","Dutch","1"
"t_3006","English","1"
"t_3006","French","0"
"t_3006","Dutch","1"
"t_3008","Dutch","1"
"t_3008","English","1"
"t_3008","German","1"
"t_3012","Dutch","1"
"t_3012","English","1"
"t_3012","German","0"
"t_3012","Turkish","1"
"t_3014","English","1"
"t_3014","French","0"
"t_3015","English","1"
"t_3015","Esperanto","0"
"t_3015","French","0"
"t_3015","Italian","1"
"t_3015","Spanish","1"
"t_3016","Chinese","0"
"t_3016","English","1"
"t_3016","French","0"
"t_3016","German","1"
"t_3018","Dutch","1"
"t_3018","English","1"
"t_3018","French","1"
"t_3018","Spanish","0"
"t_3021","Allemand","0"
"t_3021","English","1"
"t_3021","Espagnol","0"
"t_3021","French","1"
"t_3021","Dutch","1"
"t_3022","Dutch","1"
"t_3022","English","1"
"t_3022","French","1"
"t_3022","German","0"
"t_3024","Dutch","1"
"t_3024","English","1"
"t_3024","German","0"
"t_3024","Korean","0"
"t_3024","Mandarin","1"
"t_3024","Spanish","0"
"t_3025","Dutch","1"
"t_3025","English","1"
"t_3025","French","1"
"t_3025","German","1"
"t_3025","Spanish","0"
"t_3027","German","0"
"t_3027","English","1"
"t_3027","French","1"
"t_3027","Dutch","1"
"t_3031","Dutch","1"
"t_3031","English","1"
"t_3031","French","0"
"t_3032","English","1"
"t_3032","French","1"
"t_3032","Dutch","1"
"t_3033","Danish","0"
"t_3033","English","1"
"t_3033","German","0"
"t_3033","Greek","1"
"t_3033","Italian","0"
"t_3033","Spanish","1"
"t_3036","Dutch","1"
"t_3036","English","1"
"t_3036","French","1"
"t_3038","Dutch","1"
"t_3038","English","1"
"t_3038","French","1"
"t_3040","Belarusian","1"
"t_3040","English","1"
"t_3040","Polish","0"
"t_3040","Russian","1"
"t_3042","Dutch","1"
"t_3042","English","1"
"t_3042","French","1"
"t_3042","German","0"
"t_3042","Spanish","0"
"t_3043","Dutch","1"
"t_3043","English","1"
"t_3043","French","0"
"t_3043","Russian","1"
"t_3044","English","1"
"t_3044","French","0"
"t_3044","Dutch","1"
"t_3045","Dutch","1"
"t_3045","English","1"
"t_3045","French","0"
"t_3045","German","0"
"t_3046","Dutch","1"
"t_3046","English","1"
"t_3046","German","0"
"t_3047","English","1"
"t_3047","Mandarin","1"
"t_3047","Sibo","0"
"t_3048","Dutch","1"
"t_3048","English","1"
"t_3048","French","0"
"t_3048","German","1"
"t_3049","German","1"
"t_3049","English","1"
"t_3049","French","0"
"t_3049","Dutch","1"
"t_3050","Afrikaans","1"
"t_3050","Dutch","1"
"t_3050","English","1"
"t_3050","Spanish","0"
"t_3053","Dutch","1"
"t_3053","English","1"
"t_3053","German","1"
"t_3053","Serbo - Croatian","1"
"t_3053","Spanish","0"
"t_3054","English","1"
"t_3054","Dutch","1"
"t_3058","English","1"
"t_3058","Italian","1"
"t_3059","Dutch","0"
"t_3059","English","1"
"t_3059","Portuguese","1"
"t_3060","Albanian","1"
"t_3060","English","1"
"t_3060","German","1"
"t_3060","Greek","1"
"t_3061","English","1"
"t_3061","Turkish","1"
"t_3062","English","1"
"t_3062","French","1"
"t_3062","Italian","1"
"t_3062","Spanish","1"
"t_3064","English","1"
"t_3064","Dutch","1"
"t_3065","Dari","1"
"t_3065","English","1"
"t_3065","Dutch","1"
"t_3066","Dutch","1"
"t_3066","English","1"
"t_3066","German","1"
"t_3068","Dutch","1"
"t_3069","English","1"
"t_3069","Greek","1"
"t_3071","Dutch","1"
"t_3071","English","1"
"t_3071","French","0"
"t_3071","German","0"
"t_3071","Korean","0"
"t_3072","English","1"
"t_3072","French","1"
"t_3073","Dutch","0"
"t_3073","English","1"
"t_3073","German","0"
"t_3073","Hindi","1"
"t_3073","Oriya","1"
"t_3073","Sanskrit","0"
"t_3073","Spanish","0"
"t_3074","Dutch","1"
"t_3074","English","1"
"t_3074","French","1"
"t_3075","English","1"
"t_3075","Dutch","1"
"t_3076","Dutch","1"
"t_3076","English","1"
"t_3078","Dutch","0"
"t_3078","English","1"
"t_3078","Italian","1"
"t_3079","English","1"
"t_3079","French","1"
"t_3079","Spanish","1"
"t_3080","Dutch","1"
"t_3080","English","1"
"t_3080","French","0"
"t_3080","German","0"
"t_3081","English","1"
"t_3081","Dutch","1"
"t_3082","Dutch","1"
"t_3082","English","1"
"t_3082","French","0"
"t_3082","German","1"
"t_3082","Japanese","0"
"t_3082","Spanish","0"
"t_3083","Arabic","1"
"t_3083","Armenian","1"
"t_3083","English","1"
"t_3083","French","1"
"t_3084","German","0"
"t_3084","English","1"
"t_3084","French","0"
"t_3084","Dutch","1"
"t_3085","Chinese","1"
"t_3085","Dutch","0"
"t_3085","English","1"
"t_3086","Dutch","1"
"t_3086","English","1"
"t_3086","French","0"
"t_3086","German","0"
"t_3090","English","1"
"t_3090","dutch","1"
"t_3094","Dutch","1"
"t_3094","English","1"
"t_3095","Dutch","1"
"t_3095","English","1"
"t_3096","Dutch","1"
"t_3096","English","1"
"t_3096","German","0"
"t_3096","Spanish","0"
"t_3099","Dutch","1"
"t_3099","English","1"
"t_3099","French","0"
"t_3101","Dutch","1"
"t_3101","English","1"
"t_3101","French","0"
"t_3102","English","1"
"t_3102","Greek","1"
"t_3103","Cantonese","0"
"t_3103","Dutch","1"
"t_3103","English","1"
"t_3103","Hakka","0"
"t_3103","Mandarin","0"
"t_3103","Sranang-Tongo","1"
"t_3104","English","1"
"t_3104","Hungarian","1"
"t_3104","Russian","0"
"t_3107","Dutch","1"
"t_3107","English","1"
"t_3107","French","0"
"t_3107","German","0"
"t_3108","British English","1"
"t_3108","Dutch","1"
"t_3108","German","0"
"t_3108","Spanish","0"
"t_3109","Dutch","1"
"t_3109","English","1"
"t_3111","Dutch","0"
"t_3111","English","1"
"t_3111","Indonesian","1"
"t_3112","English","1"
"t_3112","German","0"
"t_3112","Turkish","1"
"t_3114","French","0"
"t_3114","English","1"
"t_3114","Italiano","1"
"t_3116","Dutch","0"
"t_3116","English","1"
"t_3116","Hindi","1"
"t_3116","Kannada","1"
"t_3118","Dutch","1"
"t_3118","English","1"
"t_3118","French","0"
"t_3118","German","1"
"t_3121","Croatian","0"
"t_3121","Czech","0"
"t_3121","English","1"
"t_3121","French","0"
"t_3121","German","0"
"t_3121","Italian","1"
"t_3121","Slovenian","1"
"t_3124","English","1"
"t_3124","German","0"
"t_3124","Persian","1"
"t_3124","Turkish","0"
"t_3129","English","1"
"t_3129","French","0"
"t_3129","Spanish","1"
"t_3130","English","1"
"t_3130","Dutch","1"
"t_3131","Dutch","1"
"t_3131","English","1"
"t_3131","French","0"
"t_3131","German","0"
"t_3133","Dutch","1"
"t_3133","English","1"
"t_3133","German","0"
"t_3133","Greek","1"
"t_3133","Italian","0"
"t_3137","Chinese","1"
"t_3137","German","0"
"t_3137","English","1"
"t_3137","French","0"
"t_3137","Dutch","1"
"t_3139","Dutch","1"
"t_3139","English","1"
"t_3139","French","0"
"t_3139","German","0"
"t_3139","Spanish","0"
"t_3140","German","0"
"t_3140","English","1"
"t_3140","Dutch","1"
"t_3143","Dutch","0"
"t_3143","English","1"
"t_3143","Persian","1"
"t_3144","Dutch","1"
"t_3144","English","1"
"t_3145","Arabic","0"
"t_3145","Spanish","0"
"t_3145","Tigrinya","0"
"t_3147","English","1"
"t_3147","Dutch","1"
"t_3151","Dutch","1"
"t_3151","English","1"
"t_3153","Chinese","1"
"t_3153","English","1"
"t_3154","Dutch","1"
"t_3154","English","1"
"t_3154","French","0"
"t_3154","German","0"
"t_3154","Greek","0"
"t_3154","Portuguese","0"
"t_3154","Spanish","0"
"t_3155","Dutch","0"
"t_3155","English","1"
"t_3155","German","1"
"t_3156","German","0"
"t_3156","English","1"
"t_3156","Dutch","1"
"t_3157","Dutch","1"
"t_3157","English","1"
"t_3157","French","0"
"t_3157","German","0"
"t_3157","Swedish","0"
"t_3159","English","1"
"t_3159","Hindi","1"
"t_3160","English","1"
"t_3160","German","1"
"t_3160","Portuguese","1"
"t_3160","Spanish","1"
"t_3161","Dutch","1"
"t_3161","English","1"
"t_3164","Dutch","1"
"t_3164","English","1"
"t_3165","English","1"
"t_3165","French","0"
"t_3165","Italian","1"
"t_3165","Spanish","0"
"t_3166","English","1"
"t_3166","Spanish","0"
"t_3167","Dutch","1"
"t_3167","English","1"
"t_3167","French","0"
"t_3167","German","0"
"t_3168","Dutch","1"
"t_3168","English","1"
"t_3168","French","0"
"t_3168","German","1"
"t_3170","Dutch","1"
"t_3170","English","1"
"t_3170","German","0"
"t_3172","German","0"
"t_3172","English","1"
"t_3172","Dutch","1"
"t_3173","Bahasa Indonesia","0"
"t_3173","Bosnian","1"
"t_3173","Croatian","1"
"t_3173","Dutch","1"
"t_3173","English","1"
"t_3173","French","0"
"t_3173","German","1"
"t_3173","Latin","0"
"t_3173","Serbian","1"
"t_3173","Spanish","0"
"t_3174","Chinese","1"
"t_3174","Dutch","1"
"t_3174","English","1"
"t_3175","Chinese","0"
"t_3175","English","1"
"t_3175","Dutch","1"
"t_3176","Dutch","1"
"t_3176","English","1"
"t_3176","German","0"
"t_3178","Bahasa Indonesia","1"
"t_3178","English","1"
"t_3179","English","1"
"t_3179","German","0"
"t_3179","R","1"
"t_3181","Arabic","1"
"t_3181","Dutch","0"
"t_3181","English","1"
"t_3183","Dutch","1"
"t_3183","English","1"
"t_3183","French","0"
"t_3183","Portugees","0"
"t_3184","French","1"
"t_3184","English","1"
"t_3184","Italiano","1"
"t_3187","Catalan","1"
"t_3187","English","1"
"t_3187","French","0"
"t_3187","Spanish","1"
"t_3190","English","1"
"t_3190","French","1"
"t_3190","Italian","1"
"t_3192","Dutch","1"
"t_3192","English","1"
"t_3192","Spanish","1"
"t_3194","Dutch","1"
"t_3194","English","1"
"t_3194","German","0"
"t_3196","English","1"
"t_3196","Italian","1"
"t_3200","Dutch","1"
"t_3200","English","1"
"t_3200","French","0"
"t_3200","German","0"
"t_3200","Spanish","0"
"t_3202","English","1"
"t_3202","Dutch","1"
"t_3202","Spaans","0"
"t_3203","Dutch","0"
"t_3203","English","1"
"t_3203","German","0"
"t_3203","Kyrgyz","1"
"t_3203","Russian","1"
"t_3204","Arabic","0"
"t_3204","English","1"
"t_3204","French","1"
"t_3204","German","0"
"t_3209","Dutch","1"
"t_3209","English","1"
"t_3210","Dutch","1"
"t_3210","English","1"
"t_3210","French","1"
"t_3210","German","1"
"t_3210","Spanish","0"
"t_3213","Catalan","1"
"t_3213","English","1"
"t_3213","Macedonian","1"
"t_3213","Spanish","1"
"t_3215","Dutch","1"
"t_3215","English","1"
"t_3215","Portuguese","1"
"t_3215","Spanish","0"
"t_3216","Dutch","0"
"t_3216","Espanhol","1"
"t_3216","English","1"
"t_3216","Português","1"
"t_3217","Croatian","1"
"t_3217","Dutch","1"
"t_3217","English","1"
"t_3217","French","0"
"t_3217","German","0"
"t_3218","Dutch","1"
"t_3218","English","1"
"t_3223","English","1"
"t_3223","French","1"
"t_3223","Greek","1"
"t_3224","Dutch","1"
"t_3225","English","1"
"t_3225","Dutch","1"
"t_3227","Dutch","1"
"t_3227","English","1"
"t_3227","French","0"
"t_3227","German","0"
"t_3227","Spaans","0"
"t_3230","Dutch","1"
"t_3230","English","1"
"t_3232","Dutch","1"
"t_3232","English","1"
"t_3232","French","0"
"t_3232","German","0"
"t_3233","German","1"
"t_3233","English","1"
"t_3233","Dutch","1"
"t_3234","English","1"
"t_3234","Dutch","1"
"t_3236","English","1"
"t_3238","Chinese","1"
"t_3238","Dutch","0"
"t_3238","English","1"
"t_3238","French","0"
"t_3239","English","1"
"t_3239","French","0"
"t_3239","Lithuanian","1"
"t_3239","Russian","0"
"t_3239","Spanish","1"
"t_3242","Dutch","1"
"t_3242","English","1"
"t_3242","Spanish","0"
"t_3243","Dutch","0"
"t_3243","English","1"
"t_3243","German","1"
"t_3244","English","1"
"t_3244","Turkish","1"
"t_3246","Catalan","1"
"t_3246","English","1"
"t_3246","Spanish","1"
"t_3247","German","0"
"t_3247","English","1"
"t_3247","Dutch","1"
"t_3247","Spaans","0"
"t_3248","Arabic","1"
"t_3248","Dutch","0"
"t_3248","English","1"
"t_3248","French","1"
"t_3248","Spanish","0"
"t_3249","Dutch","1"
"t_3249","English","1"
"t_3253","German","0"
"t_3253","English","1"
"t_3253","Dutch","1"
"t_3253","Spaans","0"
"t_3254","Bengali","1"
"t_3254","Dutch","0"
"t_3254","English","1"
"t_3254","German","0"
"t_3254","Gujarati","1"
"t_3254","Hindi","1"
"t_3257","Dutch","1"
"t_3257","English","1"
"t_3257","French","1"
"t_3257","German","1"
"t_3257","Spanish","1"
"t_3258","English","1"
"t_3258","German","0"
"t_3258","Turkish","1"
"t_3259","English","1"
"t_3259","Greek","1"
"t_3260","English","1"
"t_3260","Italiano","1"
"t_3260","Olandese","0"
"t_3260","Tedesco","0"
"t_3263","Dutch","1"
"t_3263","English","1"
"t_3263","German","0"
"t_3263","Spanish","0"
"t_3264","German","0"
"t_3264","English","1"
"t_3264","Dutch","1"
"t_3265","Dutch","1"
"t_3265","English","1"
"t_3266","Dutch","1"
"t_3266","English","1"
"t_3266","French","0"
"t_3266","German","0"
"t_3266","Spanish","0"
"t_3267","Dutch","1"
"t_3267","English","1"
"t_3267","Spanish","1"
"t_3269","Danish","1"
"t_3269","English","1"
"t_3269","German","1"
"t_3269","Spanish","0"
"t_3271","English","1"
"t_3271","French","0"
"t_3271","Dutch","1"
"t_3272","Dutch","1"
"t_3272","English","1"
"t_3272","French","0"
"t_3272","German","0"
"t_3272","Indonesian","1"
"t_3273","English","1"
"t_3273","Dutch","1"
"t_3274","Türkçe","1"
"t_3274","English","1"
"t_3274","İspanyolca","0"
"t_3276","Dutch","1"
"t_3276","English","1"
"t_3276","Swedish","0"
"t_3280","English","1"
"t_3280","Dutch","1"
"t_3281","German","1"
"t_3281","English","1"
"t_3284","Dutch","0"
"t_3284","English","1"
"t_3284","Hungarian","1"
"t_3286","Dutch","0"
"t_3286","English","1"
"t_3287","Dutch","1"
"t_3287","English","1"
"t_3287","French","0"
"t_3287","German","0"
"t_3289","Dutch","1"
"t_3289","English","1"
"t_3290","Dutch","1"
"t_3290","English","1"
"t_3290","German","0"
"t_3290","Swedish","1"
"t_3291","Cantonese","0"
"t_3291","Dutch","0"
"t_3291","English","1"
"t_3291","Mandarin","0"
"t_3291","Spanish","0"
