"employee_id","summary"
"t_3741","Na afronding van mijn studie Chemie ben ik overgestapt naar  het software-ontwikkelaars vak en heb mijn focus na enkele jaren grotendeels op Java gericht.

Inmiddels heb ik mij ontwikkeld tot 4-voudig gecertificeerd Java-systeemontwikkelaar en heb ruime ervaring opgedaan met Java development waarbij ik de laatste jaren met kennis en expertise verbreed heb met frameworks als Spring, Spring Boot en Hibernate.
Verder heb ik goede kennis van SQL en heb tussendoor ook enkele client-site opdrachten gedaan en hierbij ervaring opgedaan met HTML/CSS en PHP.

 Mijn kernkwaliteiten zijn:  geduldig, technisch gedreven, kwaliteit boven kwantiteit, analytisch sterk, oplossingsgericht, klantgericht, respectvol,  gestructureerd en een echte teamplayer.  Verder werk ik graag op een vaste positie in een plezierig, warm en divers team, geen consultancy of detachering.

Courses and Certifications:
-Sun Certified Java Programmer, Developer, Web Component Developer and Business Component Developer  (2002-2006).

-Advanced Linux Administration (LOI, 2010)
-XHTML and CSS (2010)
-Networking Fundamentals (Juniper Networks, 2010)
-An Introduction to Interactive Programming in Python (Coursera/Rice, 2013)
-Several online tutorials about Spring, Spring MVC, Hibernate and Git (2014-2016)


PS. I do NOT answer to or accept connection requests from recruiters without personal message or offering an ""opportunity"" without mentioning the name of the particular organisation or without a link to the vacancy. No time for guessing games..."
"t_3742","Lead Data Scientist interested in applying data science, machine learning and probability theory. In the past years I have been working on models involving credit & market risk and business models."
"t_3743","I am a trustworthy man with happy family life and 6 years successful career in the Turkish government. Having six years of experience in system and network management, I started a new life in the Netherlands and considered this challenge as an opportunity to continue my career in another field of IT which is a programming language that has been my curiosity. Because throughout my life, there has not been any time to be afraid to take on a reasonable challenge."
"t_3744","Software developer. Skilled in C#, Python and Kotlin. Interested in taking responsibility of high-quality software for complex domains."
"t_3745","Driven, honest and open-minded biologist who is self-motivated and never finished learning. Passionate about conservation and driven to play my part in saving the natural world. Research interests: bioacoustics, behaviour and health, anthropogenic disturbance, seed-dispersal and reforestation."
"t_3746","Research Paper: ""A framework for designing self-sustaining ecosystems with Blockchain"" 
Award: Best Blockchain Research Thesis in the Netherlands

Swayam is an interdisciplinary researcher and blockchain strategist, enthusiastic about
supporting advancements in Blockchain through research and consultations. Passionate about transforming organizations into intelligent ecosystems. He has experience of 6 years of working with various blockchain communities. His interests lie in digital assets, token engineering, blockchain business value design, system innovations and self-sustaining ecosystems."
"t_3747","I have experience with most of the roles of software engineering from software development to product management/design, including managing engineering teams and client facing roles. I have been exposed to a lot of different technologies due to clients requirements working mostly with Python in the backend. 

I'm always willing to learn different languages or technology stacks.


Specialties: Backend web development (Python, Django, PostgreSQL), Software Architecture, Web services, scalable applications."
"t_3748",NA
"t_3749","Currently pursuing a PhD focused on fairness and bias detection in music recommender systems at Utrecht University. In my work, I combine 6 years of industry experience as a machine learning software engineer and data analyst with my academic background in Communication and Information Sciences, resulting in interdisciplinary, human-focused scientific research projects."
"t_3750","Freelance Full Stack Developer, currently focusing on implementing DevOps in the organization and setting up scalable integration and applications across teams. Also coaching on best practices. Setting up fully automated & audited CD access to the AWS Platform, secure containerization and AWS Cloud controls.

In depth experience with Python, Javascript, Linux, Kubernetes, Websphere Liberty Profile/Tomcat, Java (Spring) and lots of AWS services like EC2, VPC, Lambda, Step Functions, ECS, API Gateway etc. Hands on experience with development tools like Git, Packer, Serverless, SAM, Ansible, Terraform, CloudFormation, Concourse, GitlabCI, XLdeploy etc. AWS Professional certified, Python certified, Docker certified."
"t_3751",NA
"t_3752","I am a technologist and former research leader  working to advance Computational Intelligence, Collaborative Technologies, and Distributed Computing. I come from a start-up background working as co-founder and participating in startup embryo phases. I had end-to-end experiences across across  code, architecture, pre-sales, business development, product management, and more. I am coding enthusiast in need of more time and focus (and purpose). Ph.D. in Computer Sciences from Utrecht University and carries active research with 6 books co-edited, 40+ patents, and 70+ papers."
"t_3753",NA
"t_3754",NA
"t_3755",NA
"t_3756",NA
"t_3757","Dedicated Program Manager possessing 12 years of experience in building successful compliance programs. Skilled in mentoring, training, and contributing to the professional development of staff members. Proficient in managing budgets and reporting status to stakeholders.

Skills
	Experience working in an agile and waterfall environment and ITILv3
	Strong communication, presentation, analytical and problem-solving skills.
	Excellent organization skills and ability to prioritize tasks.
	Experience in several fields such as: School District, Hospitals, and Distribution centers, Gaming, 
              Hospitality, Finance, Automobile, Insurance, Government and Movies & Entertainments. 

CERTIFICATIONS
	ITILV3 . Information Technology Infrastructure library, 2017     
	PSPO.  I. Professional Scrum Product Owner, 2017                     
	PSM I. Professional Scrum Master, 2017                                      
	CWA. Certified WAN Administrator, 2009                                  
	MCTP. Windows Server 2008 Active Directory                         
	PA. Project Analyst                                      
	VRS. Vendor Relations Specialist 
	SA. Systems Administrator 
	PMP. Project Manager Professional.                                            
	PMI-ACP. Agile Certified Practitioner                                        
	CLSSBB. Certified Lean Six Sigma Black Belt"
"t_3758","Hello everyone👋🏼👩🏼‍💻I’m doing my PhD in Linguistics and pursuing a Graduate Program in Management Practice Certificate at UC Santa Barbara. I am skilled in Natural Language Processing and Conversational AI. I’m committed to applying these skills to the advancement of innovative multimodal technologies. Excited to explore new opportunities and collaborate with like-minded individuals and organizations! https://mzhukovaucsb.github.io/"
"t_3759","Analytisch sterke BI consultant met een achtergrond in cognitieve kunstmatige intelligentie en veel ervaring met Microsoft tooling. 

Ik heb een voorkeur voor grote complexe omgevingen. De uitdaging is hierbij om een zo simpel mogelijke oplossing te vinden. "
"t_3760","Designing & building conversational AI interfaces and shipping them to industry. 
10 years professional and  academic research experience in the field of NLP & Human computer interaction.
Delivering voice/chat solutions for different markets with focus on user experience and interaction.
Consult & implement NLU solutions for digital assistants.


NLU, Human Computer Interaction (HCI), Chatbots, Conversational UI/UX, Voice interfaces (VUI)  Interaction Design & User Experience research, Experimental methodology, Analytics, A/B testing
NLP Engineering: Sentiment analysis, Conversation analysis, Natural Language understanding (NLU), Syntactic parsing,  Python, RASA"
"t_3761","I was fascinated by computers and programming from a very young age (8 years old).

The ability to understand their finer workings and having the ability to combine them and shape them into working computational and entertainment systems has been my driving goal through both highschool and university education.

My latest industrial endevours revolve around the specification and realisation of software system architectures that are based on the concept of code generation, both through the usage of advanced templating technologies offered by higher level scripting languages (such as python) as well as stand alone mechanisms of model driven code generation (i.e. enhancing the spectrum of compiler technology by means of meta generating existent programming languages, rather than developing advanced compiler science).

I still view Gaming Technology as the best means of applying my Software Architecture skills, so one day I will probably return to the Entertainment sphere."
"t_3762","Strategic entrepreneur with a passion for creating impactful, customer focused innovations. My purpose is to make society progress through blending cutting edge technology, business and UX to solve real problems. Strong in spotting market opportunities and translating these into valuable innovations for reaching business objectives. Believer and adapt in design thinking, co-creation, lean startup and Agile/SAFe. Accelerator and 'making it happen' attitude. Enthusiast about new technologies: machine and deep learning/computer vision, connected products/IoT, and wearables. Strong at managing stakeholders and taking great joy out of coaching colleagues and innovating with teams."
"t_3763","Business Intelligence, Data engineering, Data analysis, Data Quality, Machine Learning,
SAS DI , SAS EG, SAS VA, SAS BASE, SAS MACRO, SAS Metadata, SAS Viya, SAS Event Stream Processing, SQL / Oracle SQL developer, Microsoft Azure Cloud, Azure machine learning Designer, Python, C, GIT.

For the last couple of years I have been fortunate to be part of some great BI projects with SAS. These projects helped me discover myself in BI and find out where my strengths lie. I found that my clients really appreciate the technical skills that I can provide combined with the sincere interest in helping them progress. By being a good listener and understanding the challenges that can arise when aiming for automation, I aim to help the client achieve their ultimate goals. For me, the client truly is king and I enjoy thinking with the client about their data related questions/issues.

I am a disciplined and ambitious person with a very steep learning curve that is always looking for ways to improve. I’m optimistic, social and a teamplayer."
"t_3764","I consider myself a strong communicator and team player with an analytical way of thinking. I graduated from Applied Data Science MSc at Utrecht University, where I had the opportunity to expand my knowledge in Data Science using Python, R, and SQL in many projects. Through this master's, I also learned how to work under pressure and meet all the deadlines. Being part of IT and Data Science really triggers my curiosity because it is a fast-growing field with many challenges. 

Moreover, being a math enthusiast all my life I did my bachelor's in Applied Mathematical and Physical Sciences at the National Technical University of Athens. My studies there made me a great problem solver. At the same time, I also worked as a full-time math teacher. This work experience taught me to have patience and to explain clearly my ideas to everyone. 

All in all, considering my professional and personal background I have the ability to adapt easily to new challenges and learn fast anything that is required to achieve my goals."
"t_3765","Software Engineer focused on Backend and Data engineering with a demonstrated history of working in the information technology and services industry. I like to work with whatever tools suit the job at hand best, but my main experience lies in Cloud Development in Python, Scala and Go (Azure/AWS), Data Processing & Analysis (Spark, Airflow), CI/CD and Web Applications. Strong IT professional with a Master’s Degree in Physics from Utrecht University."
"t_3766",NA
"t_3767","Machine learning engineer & data scientist with educational background in theoretical physics (MSc) & mathematics. Experienced in developing end-to-end ML & deep learning solutions within microservice architectures. Deep knowledge of the mathematical theory of ML. Worked in many remote, multicultural, and agile (SCRUM) teams all around the globe."
"t_3768",NA
"t_3769",NA
"t_3770","""If you want the rainbow, you got to put up with the rain."" - Steven Wright

◾ Chief Designer / Advisor / Change Manager / CTO for Hire @ non-disclosed.
◾ Startup coaching. Technical / Commercial / Managerial mentoring. 
◾ Artificial Intelligence. Internet of Things. Cloud Computing. Software-as-a-Service. 

Set to spend the next decades as a collaborative serial entrepreneur, I have been working across most of Europe for more than a decade, delivering more than sixty projects in some twenty countries. Focused on design, delivery and governance, he provides strategic, tactical and operational consulting in the areas of integration- and collaboration-based enterprise architectural solutions. 
With more than twenty-five years overall working experience of which some twenty years in ICT with a mixed background including finance, management and business analysis helps with keeping advice concise, cohesive, doable and daring, and strategically advantageous. Mixed with integrity and empathy this often translates in acting as trusted advisor for executive management. 
At home at work floor and boardroom, i am used to work across different organizational pillars. Ranging from emergency troubleshooting to lead architect and program management, such jobs have been challenging, demanding and rewarding considering the breadth and range for both interpersonal and technical skills. Likewise, experience of industry verticals has been extensive and includes the financial sector, retail, telco, healthcare, automotive, utilities, manufacturing and trade fairs
Specialties: Working on complex, unconventional and futurist designs thru both the tangible and the phantasmal, ranging from common believes and common sense, to how people feel, think, motivate and decide, to designing enterprise-wide solutions, feed a ongoing drive and curiosity that allows me to enjoy pushing forward."
"t_3771","Information Visualization / Visual Analytics Professional. In 2015 I graduated with a PhD (cum laude / with honors) in visual analytics from the Eindhoven University of Technology under the supervision of prof.dr.ir. Jarke J. van Wijk, dr.ir. Danny Holten, and dr.ir. Jorik Blaas. Since then I have been working in research and development at SynerScope B.V. as a Software Engineer, Visualization Architect, and more recently as VP of Engineering, leading the development team. Main areas of interest are Visual Analytics, Information Visualization, Interaction, Machine Learning, Artificial Intelligence, and Data Science.

Other interests / hobbies:
Building wheeled autonomous robots; keeping up with science in the fields of visualization, machine learning, artificial intelligence; experimenting with computer vision algorithms (tensorflow / openCV) and combine with experiments on Raspberry PI platform, both hard- and software; playing Magic the Gathering (trading card game) on competitive level."
"t_3772","I am a Computer Software engineer who has finished his degree. In the last year of my studies I have been growing up a great interest in the field of AI. I have started my M.Sc. in Artificial Intelligence at Utrecht University and my main courses are going to be focused into intelligent agents, pattern recognition, NLP applied to sentiment analysis, cognitive science, computer vision, deep learning and advanced machine learning.

You can see my latest projects here: https://github.com/Nacho888"
"t_3773","Result-oriented software engineer with more than 6 years of experience specialized in backend and machine learning. Proven ability to create full-cycle solutions for complex software problems, from
requirements definitions, through architectural decisions, implementation, and validation, to product deployment and maintenance. I am invested in learning new technologies, developing managerial soft
skills and staying up to date with modern development standards to guarantee clean code, easy to maintain and that provides the maximum value for a business."
"t_3774","Experienced in blockchain, trading system, graphics, and embedded applications, that are written in C/C++ and Python in Linux environment.  "
"t_3775",NA
"t_3776",NA
"t_3777",NA
"t_3778","I work as RTE in the IT department that is responsible for the global after sales contact centers for Mercedes-Benz Customer Service; based in Maastricht we provide (Salesforce based) solutions that contribute to a high quality dialogue between Mercedes-Benz and its customers."
"t_3779",NA
"t_3780","I am very talented in software design and building software that is generic and maintainable. Also very creative and have eye for details. So if you are looking for a software engineer that can create more than something that just works but also can create software you can build on contact me. I have a lot of experience in front end development but also backend. I am so very passionate about my work."
"t_3781","Builds data pipelines in the cloud (Azure or AWS). Using Python, Terraform, PyCharm, VS Code, Azure DevOps."
"t_3782","Currently working on WalnutData, the company I co-founded, to solve real-world problems using AI. We focus on text + AI (NLP).

I seek projects that have an impact, use innovative technology, and are challenging. I am passionate about deep learning (text, vision, RL) and entrepreneurship. 

Skills:
- Open communication
- Working with uncertainty and working within dynamic environments
- Building deep learning models in PyTorch, Tensorflow, or Flax
- Anything Python-related (I do C#, Java, and a little bit of Ruby too)

Feel free to connect with me!"
"t_3783","I stimulate data-driven insights by creating intuitive visualizations and interactivity. My favorite tools for that are Python, JavaScript and SQL."
"t_3784","Hi, I'm Xinyu, a new graduate Master of Artificial Intelligence in Utrecht University, The Netherlands. 
I took a Bachelor of Computer Science degree in Zhejiang University, China. 
I'm now searching for a full-time job (include PhD positions). 
I'm interested in fields of: Data Science, Data Engineer, Software Development, Machine Learning, Natural Language Processing, Information Retrieval."
"t_3785","I am passionate about software engineering, big data, and cloud computing. Active contributor to several Kubernetes projects. Excited about learning new technologies."
"t_3786","I am an Analyst at Google, fighting abuse in the advertisement space. 

Previously I was a ML modeler in Compliance division of UBS, implementing AI-based solutions in that space.
Earlier on I was a Quantitative Analyst in Trade Analysis at Credit Suisse in Zurich. I performed computations to determine Lone-To-Value for pledged collaterals, evaluate Clients’ Potential Exposure and support discussions between Business and Modeling Methodology units. 

Before I was a PhD Student in Theoretical Physics at ETH Zurich, working on integrability in gauge theories.  I used advanced mathematical concepts to investigate the rich symmetries of some of the modern physical theories. My work also included teaching duties and presentation of my results at local and international conferences.

I have also worked on computational topics in physics. That included numerical solutions to partial differential equations (own code in C) and their subsequent analysis as well as a development of an Nvidia CUDA parallel code for gravitational wave detectors' data analysis.
I continued developing my programming skills working on Machine Learning problems using mostly Python.
I have been an active member and sat on board of Students Society, organizing numerous conferences on local and national level. I continue to apply organizational skills in my current workplace as well, setting up events for the Institute.

Please feel free to contact me under garusaleksander_AT_gmail.com ."
"t_3787","Hello everyone👋🏼👩🏼‍💻I’m doing my PhD in Linguistics and pursuing a Graduate Program in Management Practice Certificate at UC Santa Barbara. I am skilled in Natural Language Processing and Conversational AI. I’m committed to applying these skills to the advancement of innovative multimodal technologies. Excited to explore new opportunities and collaborate with like-minded individuals and organizations! https://mzhukovaucsb.github.io/"
"t_3788","AI, vision & text processing"
"t_3789",NA
"t_3790",NA
"t_3791","Tony breaks byzantine legacy thinking and delivers refreshing end-to-end bioinformatics solutions to scale, automate and accelerate biotech and healthcare startups and scale-ups.  

He has extensive experience setting up next generation sequencing applications in the cloud in academic, industrial and  strictly regulated clinical environments. 

Tony speaks the language of biology, technology and business and is able to provide rapid interdisciplinary business value. 

He is a ferocious learner who is constantly pushing the boundaries of what is possible.

Current biotech stack:

Primary Languages: Python, Nextlow, SQL, Bash, R, MatLab

Bioinformatic analyses: clinical grade whole genome sequencing, ultra-rapid molecular diagnostic assays, bulk RNA- & DNAseq, 16- & 23S sequencing, machine learning classification, in silico  sequencing simulations, DRAGEN, pharmacogenomics, database mining, electronic PCR, Multiplexed CRISPR screens, and guideRNA design

AWS cloud architecture: EC2, S3, EFS, ECR, ECS, EKS, AWS Batch, VPC, IAM, Lambda, SNS, SQS, Session Manager, Athena, DynamoDB, event-driven architectures

Sequencing platforms: Nanopore, Illumina

Regulatory: Health Insurance Portability And Accountability Act (HIPAA), American College of Medical 
Genetics (ACMG) genetic testing guidelines , Lab Developed Test (LDT)

Organisms: bacteria, viruses, yeast, mouse, human

Workflow management: nextflow and  nf-core

Infrastructure/CICD: docker, Terraform, terragrunt, packer, conda, data build tool (dbt), and git

Data science/visualization: Pandas, NumPy, SciPy, scikit-learn, Matplotlib, Seaborn, plotly, dash, looker

Laboratory skills: Human organoid cell culture, Organoid CRISPR/CAS gene editing, Plasmid cloning, PCR, SDS-PAGE/Western Blot, Esscheria Coli cell culture, Human Embryonic Kidney (HEK)293T cell culture, Transfection (Calcium phosphate, Lipofectamine, Electroporation), ELISA.

Business: Data Science, Project Management, Database management, Public Relationships/Marketing, Creative Writing, Sales, Public Speaking.

Interested in my consulting services? Check https://www.fs-bioinformatics.com/"
"t_3792",NA
"t_3793",NA
"t_3794","Loves working on innovative technology. Main focus areas are Internet of Things and Artificial Intelligence.

Some projects I have worked on.
Hue Pre-Development
Reusable Connectivity Components
Energy monitoring 
RoboCup (world championship)
RoboLab controller (Including lectures)
Evolutionary Neural Networks
Intelligent Agents
Smart Energy management (Demand Response)
3D Mask Sizing
Philips Large Luminous Surfaces
Outdoor smart lighting grid
3D light shopping experience
Indoor Location 
Patent Infringement Support
Advanced competence development Internet of Things
Connected Sensing Outdoor
Liveable Cities 
Zigbee Green Power - golden unit implementation
Algorithm Smart toothbrush
Smart Health Watch
"
"t_3795","Product-minded software engineer who likes to work with distributed systems, agile methodologies, evolutionary software architectures, metrics-driven decision making, and ways of working for engineering teams."
"t_3796",NA
"t_3797","Experienced AI scientist, building large scale machine learning  systems, full cycle from business question to production. Both hands-on consulting, mentoring and management expertise.
Former Chief Data Scientist @ Dynamic Yield (acquired by McDonalds).
Co-Founder of Perceptive AI (raised $1.85M)"
"t_3798","10+ years of software development expertise in mainly .Net languages, combined with a large penchant for data extraction and presentation using various SQL tools. Hands-on and pragmatic mentality. Never ill."
"t_3799",NA
"t_3800","I hope that one day Javascript runs the next generation spaceshuttle (for now I settle with JS running in SpaceX's Dragon) and I can say ""the sky is not the limit"". 

I'm a developer with experience in different IT-environments and jobs. My approach to excel in any field is to learn the necessary skills to outperform the tasks that are given to me. My motto: Never... stop... learning! I have grown in IT and yet sometimes still feel little. I need a creative environment and like working with people (psychology is a personal interest).

Core Javascript/Typescript developer. I love programming and Javascript, either front-end or Node, it gives me the satisfaction and accessibility to create cool solutions. I like to work or experiment with cutting edge technology. I create creative front-end solutions, using an extensive arsenal of experience and design patterns. I have been working with newer technologies (Node.JS, Typescript, React, React-Native) and older ones (Dojo, AMD structures, Vanilla JS). The freedom of a job that requires having a creative mindset and problem-solving skills is the key to a job that brings you joy and satisfaction.

I have a programmers' mind, so I am used to learn multiple languages and frameworks. Other technologies that I have worked with in the past years: Java, Cordova, Google Chrome Extensions. Experimented with scripting in Python, Perl and good old Bash. As a tinkerer/hacker I have my fair share of experience now with Docker, Balena and Raspberry Pi's (of which 3 of them currently run my house).

It's not about the technology. It's about having fun solving questions and intriguing business solutions.

For most of my work and as a big proponent of Open Source, I refer to my Github accounts:

https://github.com/j3lte (Main account)
https://github.com/JelteMx (work I did @ Mendix -- INACTIVE)"
"t_3801","As a passionate engineer and technical leader with over 15 years of experience, I enjoy the art of innovation and team growth. Transforming business needs into scalable software solutions while nurturing a diverse culture of innovation, quality, and growth is what I do best. My background in AI combined with practical experience in data science and deep learning further amplifies my engineering prowess.  🚀

I believe that if we want to optimize on constant innovation, engineering culture, autonomy, personal development and the drive to experiment are key.

You can find me on Github at https://github.com/timonv.

Always open for a (virtual) coffee!

Skills and expertise
● Engineering Management & Technical Leadership
● Polyglot Engineer: Rust, Go, Ruby, Python, TypeScript, Elixir, C/C++ (and others)
● AI, Data Science, and Deep Learning
● SQL Wizard
● Experienced with distributed systems and performance at scale
● Site Reliability Engineering & DevOps
● Infrastructure as Code & Cloud Providers Specialist (AWS, GCP) at scale

Freelance always curious for both direct contributor roles and technical leadership"
"t_3802",NA
"t_3803","This profile is also available in Dutch 😊. Look for the language setting at the top right (only available on desktop)."
"t_3804","I am an ambitious person working in data science field focusing on pharmaceutical industry. But I am not just a ""computer guy"". I am interested in economics, politics and lots of other areas. Nevertheless, my biggest passion is exploring the world. And my worst enemy is lack of time but I am trying to keep up!"
"t_3805","Experienced Information Technology Director with 20+ years of experience in application management, software & hardware development, system administration, project management, and team management. Specific expertise in managing the development and support of software and hardware used in a research or biomedical environment, like an electronic health record system.

Ability to quickly identify challenges and opportunities. Motivating people to reach their full potential and to find and develop solutions for bottlenecks. Able to build bridges between people with a different expertise and level of experience."
"t_3806","As an Artificial Intelligence graduate, I'm continuously looking for ways computer software can help making our daily tasks more easy. I'm especially interested in creating intelligent algorithms, data mining and natural language processing."
"t_3807",NA
"t_3808","Always aiming to have a positive impact with my work; interested in working to make the world a better place and improve people's lives."
"t_3809","Humans, technology and strategic change. These are the core of my work. 

I work as strategic consultant, interim and program manager. Most of my activities are in the field where public and private organisations meet each other and have to work together. Many people experience stress because changes in society move at a higher pace than they feel able to cope with: How do we bring what our customers need? How to have a proper conversation with customers and other partners on those topics? Who are we and who do we want to be? Who are our partnes in this process?

In order to facilitate such processes I have founded the Solidarity University. This expertise centre on social innovation gives us the know-how and tools to investigate and evaluate these processes of change from an independent position.

In my work I have different roles. I'm always focussed on the matter itself. I'm keen one exploring the future: what technologies will impact our society? What does that mean for us and our organisations? I have a  high interest in technological change. Therefore, I'm also involved as (concept) designer in several projects in which we develop ICT-based solutions (like VR and Artificial Intelligence) to answer socital needs. 

Interested? Please call me: +31 (0)6 53 27 91 89."
"t_3810","Software tester; Teacher in Informatics; Web developer; Application management.

Specialisms: ICT. Biomedical sector. Education. NLP training.

Centre for Progressive Evolution of Reality: http://www.cper.org?sr=li"
"t_3811","I am passionate about biomedical design & engineering, including medical device development and surgical planning. My career goal is to enhance the quality of life of patients through applying the knowledge and skills developed from both design and engineering into innovative and sustainable medical applications. I have completed my studies in Industrial Design along with Biomedical & Mechanical Engineering."
"t_3812","Recently I finished my degree in Artificial Intelligence (AI) at the University of Amsterdam (UvA) and I am now looking for a new challenge.  I have extensive experience with many techniques within the world of Artificial Intelligence and Data Science but there is much more to learn. I am eager to obtain more hands on experience and grow myself as a developer, as well as a 
researcher."
"t_3813",NA
"t_3814","Working on a freelance basis with Linux, Ansible, Azure Devops, Azure, Docker, K8s, Terraform and any other cool tech."
"t_3815","My name is Chelsea, an ambitious Freelance Data Analyst & BI Specialist/Consultant with experience as professional football player, Sports Analytics Consultant at KPMG and Senior Data Analyst at Feyenoord. In this field my two passions / backgrounds come together: my elite sports experience and the use of data and analytics to bridge the gap between IT and business and to generate valuable insights, which can make the difference between winning and losing.

I have a lot of technical knowledge and 7 year experience with BI, databases / SQL, ETL, Azure, Microsoft Power Platform, data & information management and project management. Furthermore, I have demonstrated that I can successfully keep several balls in the air at the same time and I have extensive process knowledge within football.

Interest in an introduction? Contact me via c.disseldorp@chelseadataconsultancy.com."
"t_3816",NA
"t_3817",NA
"t_3818","I am a Machine Learning(ML) Engineer & Ph.D. Fellow with 7 years of experience in the IT field.

Some of my expertise are;  Natural Language Processing, Software Development, and Machine-to-Machine communication.

I am also highly passionate about Distributed Systems design, as well as Big Data Analysis.

Nowadays, I am the Lead Machine Learning Engineer at Shareforce providing AI-based, next-gen contract automation systems to our clients."
"t_3819","I am currently working in Intellico as a data scientist to develop machine learning projects for smart factories. 
Last year, I got my Master's degree in Data Science at Sapienza di Roma University. During my master's studies, I improved my knowledge about statistical analysis, probability models, statistical learning, machine learning, data analysis, and predictive analytics. Meanwhile, I had a 9-month internship for thesis research about sentiment analysis (NLP) on the financial statements at UniCredit. 
I graduated from the software engineering department at Yasar University in 2019.  This four-year undergraduate program has provided me with deep knowledge in programming, math, data structure, and software project management.  
During my university education, I attended two different summer schools to improve my professional skills in artificial intelligence and business process management which were provided by Centrale Supélec University and Utrecht University. Besides, I did three internships as a software engineer to gain practice in line with my interests.
I can speak Turkish and English, and I have good communication skills.  
Competencies: Python, Python Machine Learning Libraries, R, Java, Docker, PyCharm, MySql, MongoDb, GitHub, Trello, AWS Workspaces, knowledge management
Interested in time series analysis, natural language processing (NLP), computer vision, demand forecasting, predictive maintenance, regression and classification problems. "
"t_3820",NA
"t_3821","Data-driven and self-motivated professional, with strong team-player attitude. Combining 10 years of Data Science experience with strong Machine Learning theoretic background. Passionate about data-driven decision making, Machine Learning and its applications to real life, especially Financial Markets. "
"t_3822","Experienced Python Software Engineer with a demonstrated history of working in the information technology and services industry. Strong information technology professional skilled in Python, CI/CD, and Linux. Also very strong in Electrical Engineering and Logical systems."
"t_3823","I am seeking for 2019 full time positions as Data Scientist and Machine Learning Engineer in tech/ consulting/ financial industry. I am very good at quantifying business problem, implementing models, presenting data report and team cooperation.

As a graduate from Data Science, I have a deep understanding of statistics, probability, and machine learning algorithm. And my last internship in Tencent demonstrates my ability to tailor machine learning solutions to business problems. I provided a business-valuable and data-driven strategy for advertisers to improve their product, which requires both solid technical skills and business acumen. I am also a story teller who transforms data-model results into business information.
"
"t_3824","Realising AI solutions is often more difficult that it first appears. Not only is the behavior of the models hard to explain, the implementation of these systems have unpredicted societal consequences. With a combination of skills in ML Ops, a deep theoretical background in Computer Science and AI, and interest in Fair and Ethical AI, it is my goal to develop substainable and responsible AI solutions.

I am interested in positions such as (but not limited to):
Machine Learning Engineer,
Data Scientist,
AI Developer,
Artificial Intelligence Researcher
R&D Machine Learning Engineer"
"t_3825","During the final stages of my academic studies I've come into contact with Data Science and Software Engineering. I've come to understand that my interest lies in the development of end-to-end products, with potientally a data influence. Projects that I've completed over time highlight for me that various domains can benefit from data products and digitalization. Currently I'm working on extending my software engineering skills in order to realize lasting products."
"t_3826","Data Scientist and sociologist. I’m excited to learn new things and interested in opportunities to broaden my knowledge and skills.

I joined Sogeti in September 2022 as a data scientist. Currently on secondment to the data science unit at Gasunie. I am mainly working on Azure Machine Learning and Neo4j."
"t_3827",NA
"t_3828",NA
"t_3829","Software Engineer with experience in web applications development using Java and Ruby on Rails.

I have a strong interest in data science and machine learning."
"t_3830","I love learning, discovering and doing. I aspire to become a problem solver in the field of AI. Furthermore, I enjoy the creative side of AI the most. This technological creativity is what I am seeking to always build upon and tap from."
"t_3831","Data Scientist with a passion for realizing business goals using data and analytics. I enjoy taking on technical challenges with the business and human side in mind. For me, Data Science is the whole process of translating the business question into the right requirements, applying data preparations and the best suiting modelling technique, translating the results into actions and presenting it to the business. I like to apply complex techniques, but am also pragmatic in choosing a method that achieves results. I am excited to do and learn new things, solve complex problems and work together with other people!"
"t_3832","Humans, technology and strategic change. These are the core of my work. 

I work as strategic consultant, interim and program manager. Most of my activities are in the field where public and private organisations meet each other and have to work together. Many people experience stress because changes in society move at a higher pace than they feel able to cope with: How do we bring what our customers need? How to have a proper conversation with customers and other partners on those topics? Who are we and who do we want to be? Who are our partnes in this process?

In order to facilitate such processes I have founded the Solidarity University. This expertise centre on social innovation gives us the know-how and tools to investigate and evaluate these processes of change from an independent position.

In my work I have different roles. I'm always focussed on the matter itself. I'm keen one exploring the future: what technologies will impact our society? What does that mean for us and our organisations? I have a  high interest in technological change. Therefore, I'm also involved as (concept) designer in several projects in which we develop ICT-based solutions (like VR and Artificial Intelligence) to answer socital needs. 

Interested? Please call me: +31 (0)6 53 27 91 89."
"t_3833","I have completed my Bachelor in Artificial Intelligence, focusing mainly on Neuroscience and Algorithmics. Currently, I am studying to attain a Master's Degree in Computing Science, with an emphasis on Data Science and Algorithmic and Network Science. My general interests consist of Machine- and Deep Learning, Neurobiology, Algorithmic Design and Analysis, Complex Adaptive Systems, and Financial Markets and Investing."
"t_3834","I have always loved working with numbers. Whether it be the hex codes for the websites I built with my dad in high school, scores for access to opportunities in my thesis, or the heart rate data of preterm babies in my current voluntary work. Simultaneously, I love telling a story. I enjoy writing professionally and personally and never miss out on an opportunity to present or share what I've learned with an audience. Combining these two interests is what led me to pursue a career in data science, I am currently working as a data scientist at Trunkrs. 

In my free time, I enjoy running, reading, cooking, and working on new articles for my blog: https://almaliezenga.com/"
"t_3835","Computer Engineer graduate, currently enrolled in PhD at Utrecht University, The Netherlands in Applied Data Science Labs. My research is mainly focused on Natural Language Processing applications. Extracting all important information you might need from a piece of text.

I am also a Teacher Assistant at Arab Academy for Science and Technology, Alexandria, Egypt, where I teach a wide range of courses including computer networks and database."
